"hit","P1_docksolv_SCORE","P1_docksolv_SCORE.INTER","P1_dock_SCORE","P1_dock_SCORE.INTER","P2_docksolv_SCORE","P2_docksolv_SCORE.INTER","P2_dock_SCORE","P2_dock_SCORE.INTER","docksolv_min","dock_min"
0,-43.9437,-32.2706,-14.7843,-12.0435,-18.5624,-17.58,-12.3753,-14.5165,-18.5624,-12.3753
0,-42.9357,-27.3971,-17.2858,-13.8233,-20.4455,-20.4987,-7.74863,-8.0814,-20.4455,-7.74863
0,-36.6331,-22.884,-20.2657,-13.2934,-27.3345,-24.3565,-5.76299,-9.74986,-27.3345,-5.76299
0,-29.415,-19.1821,-21.3978,-13.5194,-14.1137,-12.5796,-4.6263,-8.97978,-14.1137,-4.6263
0,-45.3596,-32.095,-23.7461,-20.1225,1.59158,4.50486,-5.12386,-8.98895,1.59158,-5.12386
0,-23.0234,-9.21994,-12.4455,-6.11828,-6.77088,-3.00469,-6.18037,-4.1475,-6.77088,-6.18037
0,-35.3008,-20.8783,-14.8192,-8.33092,-21.0647,-22.2704,-10.9736,-9.80338,-21.0647,-10.9736
0,-39.0886,-24.8428,-19.6583,-14.167,-21.9704,-20.8958,-8.83515,-11.6745,-21.9704,-8.83515
0,-39.1752,-26.6995,-15.0479,-11.3544,-17.7605,-15.7257,-5.41725,-8.71776,-17.7605,-5.41725
0,-44.1221,-28.423,-16.7117,-11.4361,-20.1467,-17.937,-8.66166,-7.49889,-20.1467,-8.66166
0,-38.8044,-27.7899,-25.3864,-17.7047,-14.0183,-13.4536,-9.55798,-8.82226,-14.0183,-9.55798
0,-34.9196,-17.2481,-10.4091,-4.02521,-19.3337,-17.1306,-8.60891,-10.6397,-19.3337,-8.60891
0,-43.5613,-32.3234,-22.874,-16.6952,-17.0086,-20.5376,-8.67102,-11.6125,-17.0086,-8.67102
0,-36.3173,-18.6924,-23.8165,-11.4959,-27.913,-22.3671,-14.3654,-15.9455,-27.913,-14.3654
0,-33.7797,-25.3535,-14.7243,-14.7504,-18.6229,-15.4852,-6.89299,-10.7346,-18.6229,-6.89299
0,-20.0393,-16.4853,-16.7482,-9.75837,-20.6314,-25.49,-5.52355,-5.09248,-20.0393,-5.52355
0,-31.1309,-20.6671,-16.8605,-13.1467,-34.7478,-31.5267,-15.7344,-14.6203,-31.1309,-15.7344
0,-34.5113,-22.4364,-19.5401,-11.406,-19.1438,-17.1059,-10.6771,-8.17434,-19.1438,-10.6771
0,-27.3719,-17.5631,-7.28363,-4.33313,-17.832,-16.9285,-3.98613,-7.15452,-17.832,-3.98613
0,-32.7319,-23.4336,-15.097,-5.34907,-14.2155,-11.4683,-20.0652,-16.9277,-14.2155,-15.097
0,-28.7787,-21.2803,-19.3174,-16.4723,-30.3188,-29.28,-5.44451,-4.17425,-28.7787,-5.44451
0,-33.3869,-21.5218,-24.6475,-20.1096,-15.6114,-12.0763,-7.64526,-9.71073,-15.6114,-7.64526
0,-28.8118,-18.8092,-2.74765,-7.05807,-30.7632,-31.3329,-10.6856,-10.5923,-28.8118,-2.74765
0,-24.176,-16.3719,-18.3353,-10.4587,-16.4563,-14.8364,-5.77913,-8.33563,-16.4563,-5.77913
0,-44.7228,-24.3618,-20.1724,-2.21941,-30.4902,-15.7111,-9.72171,-5.42117,-30.4902,-9.72171
0,-38.9911,-29.4489,-22.4695,-15.0991,-19.8472,-18.0815,-10.2024,-9.67144,-19.8472,-10.2024
0,-33.4899,-21.2719,-18.4629,-12.8604,35.3271,34.9348,-10.6627,-9.54994,35.3271,-10.6627
0,-33.3374,-22.4495,-19.9053,-15.5289,-13.0204,-12.9253,-6.82123,-9.53389,-13.0204,-6.82123
0,-32.471,-19.5794,-18.5337,-14.1911,19.5526,20.0488,-9.15167,-11.3045,19.5526,-9.15167
0,-39.6913,-23.9673,-15.6965,-7.07086,-31.0342,-31.5847,-3.15943,-4.65286,-31.0342,-3.15943
0,-28.1194,-15.5815,-24.8714,-19.7261,-19.1876,-17.998,-12.873,-11.0752,-19.1876,-12.873
0,-26.1764,-17.3207,-24.696,-18.1308,-30.3735,-30.9879,-12.2103,-13.9981,-26.1764,-12.2103
0,-42.1589,-35.0141,-22.4879,-19.3369,-29.7448,-25.4998,-8.02801,-11.2246,-29.7448,-8.02801
0,-20.7599,-7.32359,-13.7205,-8.99295,-12.9756,-13.8722,-4.21471,-11.1944,-12.9756,-4.21471
0,-46.4118,-31.3386,-26.2794,-20.487,-19.1225,-18.1738,-6.57608,-9.33128,-19.1225,-6.57608
0,-35.6131,-23.5823,-16.8039,-14.8628,31.9151,29.17,-15.2703,-12.771,31.9151,-15.2703
0,-40.4847,-28.9522,-18.6194,-17.3918,-13.8788,-15.0082,-14.1659,-14.0165,-13.8788,-14.1659
0,-40.9479,-25.3187,-24.6121,-19.1466,-25.4391,-26.7883,-18.7231,-16.2214,-25.4391,-18.7231
0,-39.5974,-31.2225,-17.3632,-21.2137,-17.0789,-14.7816,-11.1169,-15.0461,-17.0789,-11.1169
0,-39.2063,-29.2203,-24.0465,-18.4705,-1.99396,1.68094,-7.82615,-10.4278,-1.99396,-7.82615
0,-47.5557,-31.5771,-24.8497,-19.1689,-16.9813,-13.029,-6.52188,-9.29775,-16.9813,-6.52188
0,-36.742,-22.2873,-21.0796,-17.4511,21.6774,22.0735,-10.7671,-9.42554,21.6774,-10.7671
0,-35.2053,-22.192,-14.2663,-4.28365,6.83916,7.46484,-10.2202,-9.05885,6.83916,-10.2202
0,-39.7977,-24.6624,-26.5894,-13.8957,-28.1312,-19.921,-9.94014,-7.16169,-28.1312,-9.94014
0,-36.252,-25.6623,-13.5507,-17.0303,-18.7779,-24.1165,-5.04483,-9.00723,-18.7779,-5.04483
0,-30.4099,-19.524,-7.02519,-12.6087,-26.15,-26.8881,-17.9965,-20.8963,-26.15,-7.02519
0,-32.202,-23.1516,-23.4425,-13.9427,-22.6182,-19.5971,-10.3551,-9.07664,-22.6182,-10.3551
0,-28.2488,-19.2046,-13.9314,-10.2482,-22.6125,-23.221,-13.6443,-12.3621,-22.6125,-13.6443
0,-37.695,-25.0535,-18.7536,-11.2164,-34.2748,-30.5954,-9.70539,-11.9298,-34.2748,-9.70539
0,-33.7884,-20.7675,-15.7695,-18.211,-15.885,-14.6178,-7.65454,-5.89057,-15.885,-7.65454
0,-29.9516,-13.5021,-16.008,-10.363,-25.029,-22.8406,-8.37357,-7.25098,-25.029,-8.37357
0,-37.3149,-25.3688,-19.1647,-17.771,-24.4316,-25.0485,-13.8724,-16.3185,-24.4316,-13.8724
0,-27.6402,-18.0628,-14.3477,-8.65707,-24.435,-23.6512,-7.25209,-11.825,-24.435,-7.25209
0,-43.5634,-28.253,-20.3273,-7.18093,-24.5445,-18.6207,-14.9069,-9.16694,-24.5445,-14.9069
0,-31.0295,-25.1424,-15.9409,-16.6975,-23.8435,-25.673,-3.66623,-11.427,-23.8435,-3.66623
0,-26.581,-20.1136,-13.9956,-9.20257,-17.5873,-13.9162,8.3869,4.91617,-17.5873,8.3869
0,-24.1619,-11.2812,-21.1066,-11.7801,8.12812,0.198683,-4.50171,-6.10689,8.12812,-4.50171
0,-36.5467,-23.5002,-20.0555,-16.9548,-21.1831,-20.4039,-12.2521,-12.3613,-21.1831,-12.2521
0,-35.8735,-28.5496,-14.2921,-9.04275,-23.1161,-20.8933,-8.08604,-12.5781,-23.1161,-8.08604
0,-38.8625,-25.8637,-21.9367,-15.8786,-21.8467,-20.2,-10.7302,-10.8723,-21.8467,-10.7302
0,-30.1527,-19.7168,-23.9415,-17.284,-22.4355,-24.1098,-21.3299,-20.872,-22.4355,-21.3299
0,-30.0562,-21.1007,-22.499,-15.0213,-28.2998,-25.7426,-5.77543,-8.80492,-28.2998,-5.77543
0,-31.8241,-21.4082,-27.0583,-13.6393,-23.9439,-22.1286,-10.6686,-9.77872,-23.9439,-10.6686
0,-37.8538,-22.538,-23.6812,-17.1321,-17.6718,-15.7764,-10.4427,-8.9763,-17.6718,-10.4427
0,-38.5248,-25.5502,-24.3527,-17.9262,-15.5504,-15.7567,-10.5664,-10.0369,-15.5504,-10.5664
0,-22.9024,-11.1758,-8.71866,-7.01416,-18.6007,-19.025,-7.76488,-5.75393,-18.6007,-7.76488
0,-36.6969,-23.7327,-12.3424,-8.05863,-27.9859,-24.7433,-10.6292,-10.3249,-27.9859,-10.6292
0,-42.748,-26.529,-25.6997,-17.6899,-23.5762,-18.3821,-6.28898,-5.48244,-23.5762,-6.28898
0,-27.6741,-14.6863,-13.7302,-4.38842,-18.4184,-13.8985,-7.13937,-8.42966,-18.4184,-7.13937
0,-40.7769,-31.3907,-24.264,-16.7726,-13.4712,-7.54831,3.85337,1.03921,-13.4712,3.85337
0,-30.8474,-20.1192,-14.1372,-14.549,-27.2006,-23.6436,-4.08102,-8.94911,-27.2006,-4.08102
0,-40.6771,-29.6832,-25.5787,-17.9132,10.202,9.90989,-11.8242,-14.4798,10.202,-11.8242
0,-34.471,-20.708,-18.9793,-12.9712,-19.0815,-19.503,-9.86479,-12.7729,-19.0815,-9.86479
0,-33.1014,-19.9311,-12.5382,-7.79634,-24.3977,-20.6309,-17.135,-12.5867,-24.3977,-12.5382
0,-38.0594,-25.3441,-25.2075,-15.3052,-24.9566,-21.0391,-19.0314,-15.4141,-24.9566,-19.0314
0,-29.485,-17.5866,-12.1274,-6.19531,-32.2007,-29.7654,-10.3231,-10.9961,-29.485,-10.3231
0,-30.1812,-15.1143,-16.9065,-3.51439,-8.23492,-5.90062,24.0098,9.50323,-8.23492,24.0098
0,-36.0886,-22.778,-22.3701,-16.1524,-25.4352,-22.0718,-4.31379,-7.23264,-25.4352,-4.31379
0,-35.0853,-18.9766,-5.8453,0.0638971,-21.2424,-17.784,-8.88309,-11.7254,-21.2424,-5.8453
0,-48.8509,-28.5677,-26.5603,-10.5351,6.80039,11.0126,-11.7316,-4.52182,6.80039,-11.7316
0,-44.7095,-32.0346,-23.9005,-12.5743,-28.1021,-29.9164,-13.8058,-18.8484,-28.1021,-13.8058
0,-40.0145,-22.9678,-21.6287,-17.2625,-21.1983,-17.6253,-15.2072,-17.6435,-21.1983,-15.2072
0,-31.6743,-21.807,-25.1705,-17.4523,6.62438,7.05231,-19.5935,-17.0176,6.62438,-19.5935
0,-29.6774,-20.1,-18.331,-9.94484,-24.1762,-17.8387,-19.4871,-15.7471,-24.1762,-18.331
0,-25.6172,-16.1521,-0.0127826,-5.37251,-8.91361,-11.0505,-4.9259,-3.75739,-8.91361,-0.0127826
0,-39.9913,-26.4384,-20.4862,-16.4502,-26.8419,-25.6664,-11.2837,-12.2459,-26.8419,-11.2837
0,-30.8801,-22.5595,-16.6765,-7.64737,-19.0598,-18.3559,12.8794,13.0758,-19.0598,12.8794
0,-45.603,-34.7534,-23.1075,-17.8611,-29.6236,-28.1948,-6.43254,-9.93325,-29.6236,-6.43254
0,-40.8545,-25.8048,-14.8432,-8.84514,-20.2669,-20.6591,-7.082,-9.0867,-20.2669,-7.082
0,-29.4855,-21.1683,-8.87302,-6.35474,-25.4169,-24.2139,-7.45866,-10.9293,-25.4169,-7.45866
0,-34.007,-26.2287,-23.9104,-13.648,-27.259,-22.7746,-14.5917,-17.5139,-27.259,-14.5917
0,-26.7098,-15.0338,-15.0448,-6.30336,-19.9367,-16.1628,-17.0789,-13.9921,-19.9367,-15.0448
0,-42.4094,-28.3367,-22.9152,-19.4214,-15.6897,-14.3522,-8.06343,-10.4815,-15.6897,-8.06343
0,-42.7472,-26.8823,-30.2678,-17.0348,-25.1461,-16.8628,-13.6347,-9.64055,-25.1461,-13.6347
0,-41.9633,-26.82,-22.9075,-12.9233,-22.0263,-18.2911,-9.80366,-6.558,-22.0263,-9.80366
0,-40.8245,-30.1788,-13.2387,-7.08744,-17.9528,-20.2076,-9.31053,-10.3244,-17.9528,-9.31053
0,-34.1588,-23.2114,-8.58797,-3.03224,-19.5421,-15.5842,2.15545,-5.10196,-19.5421,2.15545
0,-35.0206,-23.0797,-19.2147,-8.52692,1.90646,2.66074,-6.36883,-7.02294,1.90646,-6.36883
0,-34.777,-22.8586,-26.8675,-20.2432,-25.0135,-21.7085,-4.5673,-6.53586,-25.0135,-4.5673
0,-45.6803,-32.9745,-20.5496,-17.8643,-24.672,-21.9082,-8.99126,-12.2296,-24.672,-8.99126
0,-31.5753,-17.5473,-13.2355,-5.44843,-15.5698,-18.2439,-6.09883,-11.6385,-15.5698,-6.09883
0,-37.5486,-19.3304,-8.95599,-8.60501,-31.4866,-26.0673,-11.5871,-9.41006,-31.4866,-8.95599
0,-38.9291,-26.0901,-23.1141,-20.1204,-26.4258,-26.4748,-8.06009,-5.87159,-26.4258,-8.06009
0,-28.1366,-13.3262,-11.5952,-7.63298,-19.8017,-14.4631,-12.3882,-7.91056,-19.8017,-11.5952
0,-47.1778,-35.0379,-19.1265,-12.0863,-23.9783,-22.3424,-8.32273,-10.7093,-23.9783,-8.32273
0,-43.0288,-24.9731,-21.9559,-13.6321,-26.3582,-26.2965,-12.4883,-8.63102,-26.3582,-12.4883
0,-27.3569,-16.167,-17.2755,-11.4611,-20.276,-20.5937,-9.37404,-13.5354,-20.276,-9.37404
0,-34.8903,-24.0687,-16.8824,-8.84331,-19.0038,-14.1184,-11.0614,-6.48937,-19.0038,-11.0614
1,-35.4682,-22.1066,-14.3366,-17.6119,-18.4078,-20.9078,-11.4545,-12.8365,-18.4078,-11.4545
0,-29.1897,-17.3203,-14.6355,-10.0884,-14.9734,-18.7634,-16.1635,-13.7973,-14.9734,-14.6355
0,-29.4431,-18.8126,-24.1184,-16.5037,-26.8897,-28.3854,-9.77144,-13.302,-26.8897,-9.77144
0,-34.0555,-21.1399,-12.4492,-9.29341,-18.7154,-18.8102,-11.6446,-14.5384,-18.7154,-11.6446
0,-14.4109,-12.194,-13.5914,-10.2991,-22.4093,-22.5478,-8.73027,-7.49646,-14.4109,-8.73027
0,-26.1692,-11.1837,-6.17438,-1.40641,-22.4091,-18.3207,-7.28011,-8.90443,-22.4091,-6.17438
0,-37.7611,-28.2135,-16.4571,-8.15324,-18.5281,-20.7659,-8.27074,-8.79574,-18.5281,-8.27074
0,-35.1031,-22.4888,-17.0349,-6.70255,-21.1958,-20.9072,-12.7173,-11.3328,-21.1958,-12.7173
0,-41.7326,-28.6945,-20.6392,-12.7662,-24.4749,-18.0937,-9.69517,-7.94858,-24.4749,-9.69517
0,-43.7164,-31.8581,-17.9815,-12.0869,-25.3623,-24.0464,-12.6056,-15.3907,-25.3623,-12.6056
0,-34.7974,-19.3144,-17.4207,-12.0758,-14.6373,-13.2055,-14.0483,-14.0817,-14.6373,-14.0483
0,-30.1164,-14.7309,-17.1021,-8.83208,-21.6302,-21.3344,-8.1244,-10.6189,-21.6302,-8.1244
0,-37.1563,-26.5032,-12.7539,-5.30353,-31.8453,-30.5365,-10.1979,-12.5305,-31.8453,-10.1979
0,-29.8206,-19.432,-11.4925,-8.11823,-19.7866,-18.0996,-9.5664,-8.45586,-19.7866,-9.5664
0,-31.2564,-22.5421,-4.90961,-0.396136,-27.3865,-23.3965,-7.46305,-8.11253,-27.3865,-4.90961
0,-25.6216,-13.4252,-15.1067,-8.14846,-16.5652,-15.2394,-11.4616,-10.4986,-16.5652,-11.4616
0,-43.5154,-33.8319,-2.29746,-0.987745,-9.33987,-10.5039,-9.60294,-7.15249,-9.33987,-2.29746
0,-36.8336,-18.3197,-25.9886,-24.4188,-31.9286,-29.4228,-4.42267,-6.49045,-31.9286,-4.42267
0,-32.5923,-19.1629,-30.4508,-25.7571,-28.4821,-28.0282,-15.1198,-15.0415,-28.4821,-15.1198
0,-33.1347,-18.1058,-14.9946,-14.1843,-20.776,-19.2279,-8.14886,-9.07417,-20.776,-8.14886
0,-35.2699,-17.6771,-19.0364,-14.8601,-16.4314,-12.8398,-7.1826,-6.46637,-16.4314,-7.1826
0,-34.8081,-16.6717,-13.4263,-10.7099,-24.4451,-17.7684,-11.5684,-11.1552,-24.4451,-11.5684
0,-29.8968,-16.0285,-18.6431,-12.824,-15.5383,-14.2786,-14.993,-13.8076,-15.5383,-14.993
0,-33.9623,-23.893,-11.8687,-7.32924,-13.3785,-13.0255,-1.83631,-6.13472,-13.3785,-1.83631
0,-31.065,-15.5559,-12.2943,-3.81998,-36.0093,-30.7755,-6.91121,-4.0148,-31.065,-6.91121
0,-15.1223,-3.18863,-4.4626,5.53579,-14.0469,-5.78265,-6.24123,-3.97508,-14.0469,-4.4626
0,-31.5059,-20.3346,-19.8418,-18.7344,-17.7724,-18.6562,-9.97265,-7.65367,-17.7724,-9.97265
0,-22.5126,-11.9126,2.63612,-8.92684,-18.8963,-17.6643,-14.442,-17.8375,-18.8963,2.63612
0,-41.9233,-21.6869,-22.9364,-12.2885,-29.5692,-18.036,-16.713,-14.0606,-29.5692,-16.713
0,-21.0928,-12.5453,-12.916,-6.1954,-21.7365,-20.6658,-5.8342,-9.05217,-21.0928,-5.8342
0,-46.6804,-37.2575,-25.5611,-16.2465,-36.9464,-34.1354,-20.4768,-23.6057,-36.9464,-20.4768
0,-31.4138,-21.6764,-15.5718,-8.4432,-16.4212,-15.0444,0.686411,-5.66176,-16.4212,0.686411
0,-26.3609,-14.5708,-15.6558,-8.82022,-21.6683,-16.9914,-4.94262,-6.80795,-21.6683,-4.94262
0,-28.4654,-16.6213,-15.2952,-9.69383,-22.7239,-20.8823,-7.43004,-10.951,-22.7239,-7.43004
0,-35.1962,-21.124,-13.0986,-7.23823,-26.8456,-29.8709,-1.85608,-11.7975,-26.8456,-1.85608
0,-25.8088,-20.7268,-14.4201,-8.90453,48.1303,48.3374,-6.94794,-15.1216,48.1303,-6.94794
0,-41.6696,-28.2616,-24.1453,-18.3395,-29.9367,-28.7235,5.19668,1.99629,-29.9367,5.19668
0,-31.9175,-23.9702,-21.542,-14.8312,-23.8098,-23.297,-11.4931,-14.9992,-23.8098,-11.4931
0,-39.6421,-26.5686,-22.9005,-15.8319,-22.9099,-21.2209,-11.9102,-10.0147,-22.9099,-11.9102
0,-28.7045,-17.5412,-18.4117,-11.4213,-23.306,-20.2569,-3.48764,-6.55732,-23.306,-3.48764
0,-41.848,-29.466,-21.9142,-14.3404,-17.767,-13.604,-10.5517,-9.00546,-17.767,-10.5517
0,-40.8505,-24.5218,-4.87839,-7.55501,-16.5043,-14.5747,-7.3478,-11.2127,-16.5043,-4.87839
0,-40.7163,-29.1546,-25.9061,-18.5904,-25.8564,-22.6099,-6.99597,-9.40062,-25.8564,-6.99597
0,-50.3965,-37.2141,-26.1924,-16.5941,-31.2546,-27.8025,25.0829,21.5467,-31.2546,25.0829
0,-45.185,-35.1423,-18.4249,-9.60727,-35.7059,-33.3823,20.6099,20.5232,-35.7059,20.6099
0,-30.2046,-22.3655,-12.0146,-16.5911,-30.7912,-27.9672,-16.6136,-16.096,-30.2046,-12.0146
0,-33.0905,-17.0834,-15.4039,-8.8944,-17.7677,-16.9188,-8.71138,-8.66288,-17.7677,-8.71138
0,-23.5888,-19.4179,-5.77104,2.94793,-20.4694,-15.7263,-4.25076,-6.06543,-20.4694,-4.25076
0,-31.1224,-17.5234,-25.5007,-20.3651,-16.7687,-16.0485,9.20134,5.98867,-16.7687,9.20134
0,-34.2197,-18.5945,-12.4464,-5.50462,-22.7306,-22.6525,-5.10287,-7.08702,-22.7306,-5.10287
0,-25.3342,-15.1573,-26.6745,-20.8021,-30.7618,-26.366,-12.5248,-10.5686,-25.3342,-12.5248
0,-44.7014,-21.7298,-28.6494,-13.6513,-29.1814,-16.2067,-13.2935,-3.93009,-29.1814,-13.2935
0,-35.018,-22.4264,-18.7103,-11.1226,-22.2901,-19.9465,-19.2864,-17.9441,-22.2901,-18.7103
0,-30.9652,-22.151,-15.4126,-9.68091,-22.668,-20.8969,-6.26167,-10.0606,-22.668,-6.26167
0,-35.505,-25.0319,-15.9853,-11.2721,-28.3009,-27.8567,-13.0121,-15.7124,-28.3009,-13.0121
0,-31.7385,-19.9118,-10.2051,-10.3962,-20.9668,-18.1108,-5.9712,-5.39525,-20.9668,-5.9712
0,-50.6452,-39.701,-17.3459,-13.9942,-27.6736,-23.9283,-11.3722,-17.6865,-27.6736,-11.3722
1,-29.5572,-18.2837,-14.4049,-6.66451,-21.7341,-21.9813,-7.96249,-10.1872,-21.7341,-7.96249
0,-31.1792,-17.5858,-6.48615,-9.85434,-18.4697,-16.8831,-6.83393,-9.78583,-18.4697,-6.48615
0,-43.6465,-35.0684,-31.627,-24.4291,-14.9932,-18.3581,-3.99418,-7.46105,-14.9932,-3.99418
0,-27.4002,-17.8578,-16.0663,-10.1487,-17.1351,-14.7344,-2.83634,-6.97475,-17.1351,-2.83634
0,-38.9932,-25.1343,-20.3727,-15.7121,-14.1962,-12.2266,-10.6373,-10.7692,-14.1962,-10.6373
0,-30.8624,-21.5111,-23.0261,-13.3684,-21.8398,-22.337,-14.6398,-13.4708,-21.8398,-14.6398
0,-26.4447,-14.4217,-19.7914,-8.7872,-12.5232,-13.6929,-3.18171,-7.54545,-12.5232,-3.18171
0,-28.6202,-22.2957,-13.7591,-7.86741,-17.4562,-17.7272,-4.44972,-8.31141,-17.4562,-4.44972
0,-35.8857,-29.9233,-13.887,-8.65343,-15.4156,-16.4572,-5.09968,-7.81648,-15.4156,-5.09968
0,-16.0036,-8.81924,-15.3083,-4.96806,-22.7022,-15.5041,-7.96481,-3.52818,-16.0036,-7.96481
0,-32.3762,-23.1227,-17.8697,-16.4586,-29.4424,-28.4103,-11.5987,-13.9971,-29.4424,-11.5987
0,-40.608,-24.8296,-20.7037,-14.5855,-19.2457,-18.0739,-9.40842,-11.8303,-19.2457,-9.40842
0,-14.1762,-11.317,-13.2353,-14.144,-18.9964,-14.6735,-3.46788,-6.82771,-14.1762,-3.46788
0,-35.1931,-20.8247,-12.2454,-16.5179,-21.0889,-20.6039,-15.4013,-15.5531,-21.0889,-12.2454
0,-32.0451,-15.8937,-10.0837,-4.17212,-21.241,-24.0028,-5.27809,-6.1157,-21.241,-5.27809
0,-30.3982,-19.7753,-21.9592,-11.8474,-19.229,-16.6921,-12.5063,-16.7492,-19.229,-12.5063
0,-36.2808,-23.385,-25.8914,-18.6767,-15.9135,-16.8053,-7.35525,-11.6963,-15.9135,-7.35525
0,-37.2413,-21.6162,-13.3875,-6.75103,-23.0969,-21.0108,-12.6594,-13.4088,-23.0969,-12.6594
0,-35.0358,-20.0967,-16.7731,-11.4579,-25.3148,-22.1292,-10.7312,-9.73176,-25.3148,-10.7312
0,-24.5631,-24.7345,-14.6329,-7.85309,-22.5996,-25.2047,-14.9097,-14.2462,-22.5996,-14.6329
0,-38.0842,-25.7132,-21.9196,-17.6249,-12.1503,-20.9458,-14.5788,-17.1071,-12.1503,-14.5788
0,-34.9959,-22.8036,-23.8556,-6.70646,-29.7485,-23.4788,-17.5106,-9.17598,-29.7485,-17.5106
0,-25.6236,-15.5834,-18.6953,-9.56257,-15.4354,-16.7563,-6.22043,-10.9389,-15.4354,-6.22043
0,-33.3398,-15.5056,-16.7915,-11.2007,-15.6723,-14.6849,-12.1912,-10.1082,-15.6723,-12.1912
0,-31.9047,-21.5593,-18.0434,-7.82913,-12.8463,-12.8348,-2.899,-5.7451,-12.8463,-2.899
0,-39.1862,-26.098,-25.6618,-18.0745,-27.6297,-25.2127,-19.0157,-17.0408,-27.6297,-19.0157
0,-35.617,-21.9434,-20.8224,-12.4059,-21.6968,-17.6155,-10.2385,-11.4276,-21.6968,-10.2385
0,-31.2751,-18.9935,-21.1681,-13.8801,-21.3916,-24.3052,-8.6114,-9.54146,-21.3916,-8.6114
0,-27.1175,-15.8636,-13.0249,-11.5789,-19.6411,-18.9933,-2.37159,-5.0382,-19.6411,-2.37159
0,-39.8938,-24.0584,-15.1106,-9.9739,-27.4434,-25.2673,-5.42747,-5.55899,-27.4434,-5.42747
0,-35.4497,-21.2398,-9.25051,-9.13573,-20.0662,-23.0932,-9.12167,-9.82635,-20.0662,-9.12167
0,-36.6256,-27.6776,-14.7917,-18.3363,-29.8494,-28.1354,-11.8287,-14.5202,-29.8494,-11.8287
0,-28.1953,-20.8384,-15.8061,-16.8393,-20.8111,-17.8932,-9.08136,-12.3549,-20.8111,-9.08136
0,-30.6428,-22.4194,-15.1667,-9.75156,-18.7578,-22.9712,-16.819,-14.5289,-18.7578,-15.1667
0,-31.6606,-26.221,-18.2952,-10.5608,-24.4369,-25.3874,-12.4646,-15.4478,-24.4369,-12.4646
0,-25.5862,-14.2424,-17.0488,-11.5498,-16.1951,-15.9981,-12.8538,-12.4226,-16.1951,-12.8538
0,-35.3955,-17.3472,-11.2899,-7.88666,-23.0179,-23.5575,-16.2804,-18.0812,-23.0179,-11.2899
0,-34.3923,-28.1283,-10.2175,-6.77122,-20.6467,-19.008,-4.90123,-7.20272,-20.6467,-4.90123
0,-42.0296,-34.3045,-22.3953,-15.7594,-32.2003,-29.7662,-9.14604,-9.20721,-32.2003,-9.14604
0,-28.1075,-20.623,-16.7618,-12.6205,-18.3774,-18.4656,-6.35196,-6.05979,-18.3774,-6.35196
0,-23.1886,-8.9328,0.881122,-3.43796,-12.9063,-13.6708,-4.66735,-7.83932,-12.9063,0.881122
0,-21.4256,-15.0104,-16.5029,-9.60803,14.7491,2.79684,-8.3702,-9.52675,14.7491,-8.3702
0,-29.3647,-18.0092,-17.8689,-10.9139,-21.0503,-16.5398,-6.55772,-8.30718,-21.0503,-6.55772
